呾楊靡備,珆尨靡備,翹秶坰竘,隙溫坰竘,翹秶偌瑩ID,隙溫偌瑩ID,翹秶偌瑩奀潔(ms),隙溫偌瑩奀潔(ms),橈勤晊奀(ms),呾楊す歙晊奀(ms),眈勤晊奀(ms)
smc_11-21-秞論聆彸3,smc,68,68,59,59,7875.3,7886.4,11.1,14.039795918367348,-2.939795918
smc_11-21-秞論聆彸3,smc,69,70,28,28,8007.1,8021.5,14.4,14.039795918367348,0.36020408163265216
smc_11-21-秞論聆彸3,smc,70,71,64,64,8013.1,8028.2,15.1,14.039795918367348,1.0602040816326515
smc_11-21-秞論聆彸3,smc,71,72,23,23,8144.9,8158.5,13.6,14.039795918367348,-0.439795918
smc_11-21-秞論聆彸3,smc,72,73,68,68,8146.5,8160.4,13.9,14.039795918367348,-0.139795918
smc_11-21-秞論聆彸3,smc,74,75,71,71,8275.7,8290.6,14.9,14.039795918367348,0.8602040816326522
smc_11-21-秞論聆彸3,smc,75,76,16,16,8406.9,8424.9,18,14.039795918367348,3.960204081632652
smc_11-21-秞論聆彸3,smc,76,77,76,76,8415.9,8426.6,10.7,14.039795918367348,-3.339795918
smc_11-21-秞論聆彸3,smc,78,78,71,71,8547.7,8563.2,15.5,14.039795918367348,1.4602040816326518
smc_11-21-秞論聆彸3,smc,79,79,23,23,8665.3,8677.3,12,14.039795918367348,-2.039795918
smc_11-21-秞論聆彸3,smc,80,80,68,68,8680.7,8694.6,13.9,14.039795918367348,-0.139795918
smc_11-21-秞論聆彸3,smc,81,81,28,28,8803.7,8815.5,11.8,14.039795918367348,-2.239795918
smc_11-21-秞論聆彸3,smc,82,82,64,64,8807.5,8823.6,16.1,14.039795918367348,2.0602040816326532
smc_11-21-秞論聆彸3,smc,83,83,59,59,8939.7,8950.2,10.5,14.039795918367348,-3.539795918
smc_11-21-秞論聆彸3,smc,84,84,32,32,8941.7,8954.7,13,14.039795918367348,-1.039795918
smc_11-21-秞論聆彸3,smc,85,85,35,35,9054.9,9067.3,12.4,14.039795918367348,-1.639795918
smc_11-21-秞論聆彸3,smc,86,86,56,56,9069.5,9082.8,13.3,14.039795918367348,-0.739795918
smc_11-21-秞論聆彸3,smc,87,87,52,52,9198.9,9211.6,12.7,14.039795918367348,-1.339795918
smc_11-21-秞論聆彸3,smc,88,88,40,40,9201.7,9215.1,13.4,14.039795918367348,-0.639795918
smc_11-21-秞論聆彸3,smc,89,89,35,35,9325.5,9339.5,14,14.039795918367348,-0.039795918
smc_11-21-秞論聆彸3,smc,90,90,47,47,9331.3,9344.6,13.3,14.039795918367348,-0.739795918
smc_11-21-秞論聆彸3,smc,91,91,45,45,9341.1,9359.4,18.3,14.039795918367348,4.2602040816326525
smc_11-21-秞論聆彸3,smc,92,93,32,32,9464.1,9479.3,15.2,14.039795918367348,1.160204081632651
smc_11-21-秞論聆彸3,smc,93,92,44,44,9464.3,9476.8,12.5,14.039795918367348,-1.539795918
smc_11-21-秞論聆彸3,smc,94,94,40,40,9587.5,9601.3,13.8,14.039795918367348,-0.239795918
smc_11-21-秞論聆彸3,smc,95,95,28,28,9607.5,9621.7,14.2,14.039795918367348,0.1602040816326511
smc_11-21-秞論聆彸3,smc,96,96,35,35,9733.5,9747.1,13.6,14.039795918367348,-0.439795918
smc_11-21-秞論聆彸3,smc,97,97,23,23,9737.5,9750.1,12.6,14.039795918367348,-1.439795918
smc_11-21-秞論聆彸3,smc,99,99,32,32,9874.5,9887.5,13,14.039795918367348,-1.039795918
smc_11-21-秞論聆彸3,smc,100,101,16,16,10023.9,10043.5,19.6,14.039795918367348,5.560204081632653
smc_11-21-秞論聆彸3,smc,101,100,28,28,10024.9,10037.1,12.2,14.039795918367348,-1.839795918
