呾楊靡備,珆尨靡備,翹秶坰竘,隙溫坰竘,翹秶偌瑩ID,隙溫偌瑩ID,翹秶偌瑩奀潔(ms),隙溫偌瑩奀潔(ms),橈勤晊奀(ms),呾楊す歙晊奀(ms),眈勤晊奀(ms)
smc_11-21-秞論聆彸smc,smc,53,53,73,73,8214.9,8228.6,13.7,14.653982300884946,-0.953982301
smc_11-21-秞論聆彸smc,smc,54,54,18,18,8368.1,8383.9,15.8,14.653982300884946,1.1460176991150544
smc_11-21-秞論聆彸smc,smc,55,55,75,75,8383.5,8398.2,14.7,14.653982300884946,0.046017699115052935
smc_11-21-秞論聆彸smc,smc,56,56,16,16,8532.7,8554.7,22,14.653982300884946,7.346017699115054
smc_11-21-秞論聆彸smc,smc,57,57,76,76,8555.1,8567,11.9,14.653982300884946,-2.753982301
smc_11-21-秞論聆彸smc,smc,58,59,18,18,8711.9,8740.9,29,14.653982300884946,14.346017699115054
smc_11-21-秞論聆彸smc,smc,59,58,75,75,8714.3,8733.4,19.1,14.653982300884946,4.446017699115055
smc_11-21-秞論聆彸smc,smc,60,60,20,20,8882.3,8900.5,18.2,14.653982300884946,3.546017699115053
smc_11-21-秞論聆彸smc,smc,61,61,73,73,8898.7,8911.2,12.5,14.653982300884946,-2.153982301
smc_11-21-秞論聆彸smc,smc,62,62,21,21,9041.9,9054.3,12.4,14.653982300884946,-2.253982301
smc_11-21-秞論聆彸smc,smc,63,63,71,71,9048.3,9065.2,16.9,14.653982300884946,2.2460176991150522
smc_11-21-秞論聆彸smc,smc,64,64,23,23,9210.1,9223.1,13,14.653982300884946,-1.653982301
smc_11-21-秞論聆彸smc,smc,65,65,69,69,9217.5,9232,14.5,14.653982300884946,-0.153982301
smc_11-21-秞論聆彸smc,smc,66,67,68,68,9372.5,9387.2,14.7,14.653982300884946,0.046017699115052935
smc_11-21-秞論聆彸smc,smc,67,66,25,25,9372.9,9385.7,12.8,14.653982300884946,-1.853982301
smc_11-21-秞論聆彸smc,smc,68,68,27,27,9539.5,9555.5,16,14.653982300884946,1.3460176991150536
smc_11-21-秞論聆彸smc,smc,69,69,66,66,9554.7,9565.8,11.1,14.653982300884946,-3.553982301
smc_11-21-秞論聆彸smc,smc,70,70,28,28,9684.5,9697.9,13.4,14.653982300884946,-1.253982301
smc_11-21-秞論聆彸smc,smc,71,71,64,64,9707.2,9724,16.8,14.653982300884946,2.1460176991150544
smc_11-21-秞論聆彸smc,smc,72,72,30,30,9850.9,9865.7,14.8,14.653982300884946,0.14601769911505436
smc_11-21-秞論聆彸smc,smc,73,73,63,63,9860.6,9872.2,11.6,14.653982300884946,-3.053982301
smc_11-21-秞論聆彸smc,smc,74,74,32,32,10013.7,10028.3,14.6,14.653982300884946,-0.053982301
smc_11-21-秞論聆彸smc,smc,75,75,61,61,10028.2,10039.8,11.6,14.653982300884946,-3.053982301
smc_11-21-秞論聆彸smc,smc,76,76,33,33,10169.1,10184.5,15.4,14.653982300884946,0.746017699115054
smc_11-21-秞論聆彸smc,smc,77,77,59,59,10183.8,10194.8,11,14.653982300884946,-3.653982301
smc_11-21-秞論聆彸smc,smc,78,78,35,35,10336.1,10349.9,13.8,14.653982300884946,-0.853982301
smc_11-21-秞論聆彸smc,smc,79,79,57,57,10344.6,10358.8,14.2,14.653982300884946,-0.453982301
smc_11-21-秞論聆彸smc,smc,80,80,37,37,10502.5,10516.7,14.2,14.653982300884946,-0.453982301
smc_11-21-秞論聆彸smc,smc,81,81,56,56,10505.4,10519.8,14.4,14.653982300884946,-0.253982301
smc_11-21-秞論聆彸smc,smc,82,82,39,39,10664.1,10678.7,14.6,14.653982300884946,-0.053982301
smc_11-21-秞論聆彸smc,smc,83,83,54,54,10672.2,10685,12.8,14.653982300884946,-1.853982301
smc_11-21-秞論聆彸smc,smc,84,84,40,40,10823.5,10837.3,13.8,14.653982300884946,-0.853982301
smc_11-21-秞論聆彸smc,smc,85,85,52,52,10838.2,10852.8,14.6,14.653982300884946,-0.053982301
smc_11-21-秞論聆彸smc,smc,86,87,42,42,10986.4,11001.8,15.4,14.653982300884946,0.746017699115054
smc_11-21-秞論聆彸smc,smc,87,86,54,54,10993.4,10980.2,-13.2,14.653982300884946,-27.8539823
smc_11-21-秞論聆彸smc,smc,88,88,44,44,11152.8,11166.4,13.6,14.653982300884946,-1.053982301
smc_11-21-秞論聆彸smc,smc,89,89,56,56,11171,11184.6,13.6,14.653982300884946,-1.053982301
smc_11-21-秞論聆彸smc,smc,90,90,45,45,11314,11327.2,13.2,14.653982300884946,-1.453982301
smc_11-21-秞論聆彸smc,smc,91,91,57,57,11318,11332,14,14.653982300884946,-0.653982301
smc_11-21-秞論聆彸smc,smc,92,92,59,59,11471.4,11482.8,11.4,14.653982300884946,-3.253982301
smc_11-21-秞論聆彸smc,smc,93,93,47,47,11478.8,11491.8,13,14.653982300884946,-1.653982301
smc_11-21-秞論聆彸smc,smc,94,94,61,61,11631,11642.8,11.8,14.653982300884946,-2.853982301
smc_11-21-秞論聆彸smc,smc,95,95,49,49,11634.4,11649.2,14.8,14.653982300884946,0.14601769911505436
smc_11-21-秞論聆彸smc,smc,96,96,51,51,11795.8,11810.4,14.6,14.653982300884946,-0.053982301
smc_11-21-秞論聆彸smc,smc,97,97,63,63,11806,11821.2,15.2,14.653982300884946,0.5460176991150529
smc_11-21-秞論聆彸smc,smc,98,98,52,52,11950.4,11964,13.6,14.653982300884946,-1.053982301
smc_11-21-秞論聆彸smc,smc,99,99,64,64,11959,11973.6,14.6,14.653982300884946,-0.053982301
smc_11-21-秞論聆彸smc,smc,100,100,66,66,12101.9,12113.6,11.7,14.653982300884946,-2.953982301
smc_11-21-秞論聆彸smc,smc,101,101,54,54,12110.4,12124.4,14,14.653982300884946,-0.653982301
smc_11-21-秞論聆彸smc,smc,102,102,56,56,12264,12279,15,14.653982300884946,0.34601769911505365
smc_11-21-秞論聆彸smc,smc,103,103,68,68,12269.1,12284.4,15.3,14.653982300884946,0.6460176991150544
smc_11-21-秞論聆彸smc,smc,104,104,57,57,12415,12428.2,13.2,14.653982300884946,-1.453982301
smc_11-21-秞論聆彸smc,smc,105,105,69,69,12426.3,12440.8,14.5,14.653982300884946,-0.153982301
smc_11-21-秞論聆彸smc,smc,106,106,59,59,12576,12586.6,10.6,14.653982300884946,-4.053982301
smc_11-21-秞論聆彸smc,smc,107,107,71,71,12579.9,12594.2,14.3,14.653982300884946,-0.353982301
smc_11-21-秞論聆彸smc,smc,108,108,61,61,12728.2,12739.6,11.4,14.653982300884946,-3.253982301
smc_11-21-秞論聆彸smc,smc,109,109,73,73,12738.3,12750.4,12.1,14.653982300884946,-2.553982301
smc_11-21-秞論聆彸smc,smc,110,110,63,63,12862.8,12875.8,13,14.653982300884946,-1.653982301
smc_11-21-秞論聆彸smc,smc,111,111,75,75,12894.5,12907.4,12.9,14.653982300884946,-1.753982301
smc_11-21-秞論聆彸smc,smc,112,112,64,64,13028,13042.6,14.6,14.653982300884946,-0.053982301
smc_11-21-秞論聆彸smc,smc,113,113,76,76,13034.1,13045.2,11.1,14.653982300884946,-3.553982301
smc_11-21-秞論聆彸smc,smc,114,114,63,63,13173.6,13184.2,10.6,14.653982300884946,-4.053982301
smc_11-21-秞論聆彸smc,smc,115,115,75,75,13173.9,13187,13.1,14.653982300884946,-1.553982301
smc_11-21-秞論聆彸smc,smc,116,116,61,61,13325.2,13337.4,12.2,14.653982300884946,-2.453982301
smc_11-21-秞論聆彸smc,smc,117,117,73,73,13335.7,13348.6,12.9,14.653982300884946,-1.753982301
smc_11-21-秞論聆彸smc,smc,118,118,59,59,13458.8,13473.6,14.8,14.653982300884946,0.14601769911505436
smc_11-21-秞論聆彸smc,smc,119,119,71,71,13463.5,13481.6,18.1,14.653982300884946,3.446017699115055
smc_11-21-秞論聆彸smc,smc,120,120,57,57,13616.4,13629.2,12.8,14.653982300884946,-1.853982301
smc_11-21-秞論聆彸smc,smc,121,121,69,69,13619.5,13633.2,13.7,14.653982300884946,-0.953982301
smc_11-21-秞論聆彸smc,smc,122,122,56,56,13759.8,13774.8,15,14.653982300884946,0.34601769911505365
smc_11-21-秞論聆彸smc,smc,123,123,68,68,13761.3,13776,14.7,14.653982300884946,0.046017699115052935
smc_11-21-秞論聆彸smc,smc,124,124,54,54,13906.4,13924,17.6,14.653982300884946,2.946017699115055
smc_11-21-秞論聆彸smc,smc,125,125,66,66,13918.7,13929.8,11.1,14.653982300884946,-3.553982301
smc_11-21-秞論聆彸smc,smc,126,126,52,52,14029.6,14046.8,17.2,14.653982300884946,2.546017699115053
smc_11-21-秞論聆彸smc,smc,127,127,64,64,14058.6,14076.2,17.6,14.653982300884946,2.946017699115055
smc_11-21-秞論聆彸smc,smc,128,128,51,51,14179.6,14193.6,14,14.653982300884946,-0.653982301
smc_11-21-秞論聆彸smc,smc,129,129,63,63,14191,14202.6,11.6,14.653982300884946,-3.053982301
smc_11-21-秞論聆彸smc,smc,130,130,49,49,14318.4,14336.8,18.4,14.653982300884946,3.7460176991150522
smc_11-21-秞論聆彸smc,smc,131,131,61,61,14338.6,14350,11.4,14.653982300884946,-3.253982301
smc_11-21-秞論聆彸smc,smc,132,132,59,59,14463,14474,11,14.653982300884946,-3.653982301
smc_11-21-秞論聆彸smc,smc,133,133,47,47,14473.2,14490.2,17,14.653982300884946,2.3460176991150536
smc_11-21-秞論聆彸smc,smc,134,134,57,57,14603.6,14618,14.4,14.653982300884946,-0.253982301
