Ëã·¨Ãû³Æ,ÏÔÊ¾Ãû³Æ,Â¼ÖÆË÷Òý,»Ø·ÅË÷Òý,Â¼ÖÆ°´¼üID,»Ø·Å°´¼üID,Â¼ÖÆ°´¼üÊ±¼ä(ms),»Ø·Å°´¼üÊ±¼ä(ms),¾ø¶ÔÑÓÊ±(ms),Ëã·¨Æ½¾ùÑÓÊ±(ms),Ïà¶ÔÑÓÊ±(ms)
pid_11-21-³ó½ÇµÄ³¿¸èpid,pid,121,121,61,61,14153.3,14170.6,17.3,20.489051094890506,-3.189051095
pid_11-21-³ó½ÇµÄ³¿¸èpid,pid,122,122,54,54,14158.1,14180.4,22.3,20.489051094890506,1.8109489051094947
pid_11-21-³ó½ÇµÄ³¿¸èpid,pid,123,123,25,25,14389.1,14408.5,19.4,20.489051094890506,-1.089051095
pid_11-21-³ó½ÇµÄ³¿¸èpid,pid,124,124,18,18,14399.3,14418.5,19.2,20.489051094890506,-1.289051095
pid_11-21-³ó½ÇµÄ³¿¸èpid,pid,125,125,37,37,14621.1,14640.7,19.6,20.489051094890506,-0.889051095
pid_11-21-³ó½ÇµÄ³¿¸èpid,pid,126,126,30,30,14632.9,14653.9,21,20.489051094890506,0.510948905109494
pid_11-21-³ó½ÇµÄ³¿¸èpid,pid,127,127,25,25,14863.1,14883.1,20,20.489051094890506,-0.489051095
pid_11-21-³ó½ÇµÄ³¿¸èpid,pid,128,128,18,18,14864.3,14888.7,24.4,20.489051094890506,3.9109489051094926
pid_11-21-³ó½ÇµÄ³¿¸èpid,pid,129,129,37,37,15095.3,15117.9,22.6,20.489051094890506,2.1109489051094954
pid_11-21-³ó½ÇµÄ³¿¸èpid,pid,130,130,30,30,15103.5,15128.3,24.8,20.489051094890506,4.310948905109495
pid_11-21-³ó½ÇµÄ³¿¸èpid,pid,132,131,18,18,15340.5,15373.1,32.6,20.489051094890506,12.110948905109495
pid_11-21-³ó½ÇµÄ³¿¸èpid,pid,133,134,30,30,15586.5,15617.9,31.4,20.489051094890506,10.910948905109493
pid_11-21-³ó½ÇµÄ³¿¸èpid,pid,134,133,37,37,15588.7,15616.7,28,20.489051094890506,7.510948905109494
pid_11-21-³ó½ÇµÄ³¿¸èpid,pid,135,135,18,18,15806.1,15853.9,47.8,20.489051094890506,27.31094890510949
pid_11-21-³ó½ÇµÄ³¿¸èpid,pid,136,136,25,25,15836.1,15855.1,19,20.489051094890506,-1.489051095
pid_11-21-³ó½ÇµÄ³¿¸èpid,pid,137,138,37,37,16107.7,16140.3,32.6,20.489051094890506,12.110948905109495
pid_11-21-³ó½ÇµÄ³¿¸èpid,pid,138,137,30,30,16108.7,16137.1,28.4,20.489051094890506,7.910948905109493
pid_11-21-³ó½ÇµÄ³¿¸èpid,pid,139,140,25,25,16386.7,16431.3,44.6,20.489051094890506,24.110948905109495
pid_11-21-³ó½ÇµÄ³¿¸èpid,pid,140,139,18,18,16390.7,16414.7,24,20.489051094890506,3.510948905109494
pid_11-21-³ó½ÇµÄ³¿¸èpid,pid,141,141,37,37,16786.1,16805.3,19.2,20.489051094890506,-1.289051095
pid_11-21-³ó½ÇµÄ³¿¸èpid,pid,142,142,30,30,16788.3,16825.1,36.8,20.489051094890506,16.31094890510949
